pathway	description	AD1	AD4	AD5	AD6	AD7	AD8	AP2	AP3	AP4	AP5	AP6	AP7	CON1	CON3	CON4	CON5	CON6	CON8
PWY-6269	adenosylcobalamin salvage from cobinamide II	6855.974370153729	5695.474317204069	5168.354622562568	1533.8135895291057	1572.8689790482972	1109.85442333765	1501.5420468588795	2075.7036899671493	4951.059413960555	2377.1461660563214	1192.0439376089194	2507.868379166078	4450.070004319596	759.3721116827392	3076.56916449768	1788.0166009455888	647.8869767490901	2805.5428935000346
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	16859.650191397683	18028.190546699	18005.37982860411	9103.598549876808	8257.177142710552	10122.81753643601	8818.229789159375	11508.421495436434	16540.303384119743	11339.891635999102	15139.23693101255	11841.274940283034	15060.336582272206	24428.72834048765	10260.032213038914	12427.748214466086	9487.606342539646	28510.85592976369
PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	9.986578586484155	29.970688158080584	1351.252159373342	0.0	107.21171401570368	29.955009396026917	89.5683770313868	147.01324423363846	110.59971784111713	371.8365961957011	35.95626112901669	107.432358110943	113.44147756571702	202.90398021825644	148.89782009016645	152.90975179039603	113.2397383223651	59.91790864138714
PWY-6317	galactose degradation I (Leloir pathway)	16519.544577796212	19660.82014699664	19875.74545359661	12019.999238591758	8981.1198320136	12554.763189318288	14816.87388448539	15043.973775929406	18266.99602393303	15681.627553362645	16800.250455182326	11663.891739149878	11869.412373436964	20100.37532166603	12588.964744161234	12456.400650427198	12830.686206207409	23203.511645797156
PWY-6353	purine nucleotides degradation II (aerobic)	6910.679160866221	3591.641064244799	2070.854884457658	2891.946751856383	1388.715876365291	645.4896801768173	586.2993701425015	2036.0526293629591	4826.793980746009	2585.422415973202	472.5910750390228	3342.587140280191	2133.7072263328287	157.35065312764291	4199.294790013264	1233.5350427258695	297.7610766700048	3275.132212039452
PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	17049.55205315839	19964.410211603623	20129.000097647768	12121.163620184763	9330.216169130545	13238.649112201758	15263.958220191937	15820.775270187318	19493.999581857806	16531.714521863774	18316.90406084436	12369.516233248729	13308.706811795806	22497.9220139758	13591.020851805826	13656.96815472221	13444.191123629447	25889.199472803124
PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	16959.662371059785	19738.03054000143	19917.3017048696	11893.442914287309	9205.967305706728	13031.022278232904	14994.719066940394	15633.00795688505	19294.479394499947	16275.333985063384	17998.852179026828	12276.6189546957	13279.888388331025	22247.50522749175	13391.457604042038	13513.64549495239	13134.367493590473	25582.921326763582
PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	17449.690941272544	20398.546391555592	20578.83660108634	12411.835713580998	9550.856689042814	13590.894916891031	15667.366067504	16258.884171672316	19937.5449923014	16936.362932589785	18800.910115099392	12690.688561440398	13607.565842062237	23173.17118088672	13874.996151165871	14052.009271401525	13756.118475434818	26576.952269797068
PWY-6396	superpathway of 2,3-butanediol biosynthesis	0.0	126.9969408988452	0.0	27.943254109782128	67.52571237911495	87.54800005088447	757.5156782066663	1578.0199679459718	103.37030240562277	111.15669445162276	23.975347173298918	63.62338307871582	79.27583748656768	55.86850622533058	7.990779568171445	39.88293805813216	0.0	11.99454017689259
PWY-6467	Kdo transfer to lipid IVA III (Chlamydia)	1961.58	2090.25	3500.4099999999994	1130.0	1544.1699999999998	1483.67	1982.33	2240.67	3467.17	3557.17	2009.33	2082.0	1730.8300000000002	2606.42	2455.67	1937.1700000000003	1573.08	3212.08
PWY-6470	peptidoglycan biosynthesis V (&beta;-lactam resistance)	420.2780734652863	114.51148205300252	95.52377776791634	66.82655309126717	132.41391996819837	85.84301442923754	366.9523290781447	855.5147665251146	161.7639770905276	233.30664909789024	6.429767936020717	170.2720474210769	104.70747493908804	0.0	0.0	0.0	0.0	28.767784736340108
PWY-6471	peptidoglycan biosynthesis IV (Enterococcus faecium)	14434.00990879937	17823.88404291285	17972.021341787036	11182.81925309695	8317.357437091869	12316.457460086389	14019.781899535546	14299.953781595925	17072.352577779326	14511.138361229112	17045.6482301743	10799.16268375949	11460.78825916688	20390.54740007551	11760.805616779617	12312.945408568978	12345.400938708746	23479.496113794856
PWY-6478	GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	2074.8105714587264	1551.405153624458	514.3651704951965	726.1971039615335	373.37279823288526	110.34202707077048	206.12065873390844	366.0423299629624	1248.1805537913622	393.33615647443446	100.98990889484894	893.5758630780166	844.1357911253912	111.43209588431884	1182.344010799108	314.37278681831515	0.0	838.788169362272
PWY-6507	4-deoxy-L-threo-hex-4-enopyranuronate degradation	3758.7848941590655	3186.444199442976	6026.602141418814	2185.8430862860323	2215.1182195336733	1707.129632445584	2489.467483243223	2984.808943312936	5115.782482702759	4077.612821920314	2321.3208873950725	3208.745969643251	2236.6395163872035	1952.2674035289608	3484.836327160092	2161.497945839641	1660.2633230484782	3756.045326934832
PWY-6519	8-amino-7-oxononanoate biosynthesis I	18.162282155579508	54.2835559256465	2093.133921592675	0.0	188.4742532457801	54.25353161423458	160.03491650073357	256.45009455901	198.2799288867544	637.850253910783	65.21078316416428	189.57256670184563	197.97688559599695	352.1352493266574	262.7773740768438	267.08063030864923	198.3863106353228	108.6153882514996
PWY-6545	pyrimidine deoxyribonucleotides de novo biosynthesis III	2467.3656539922044	3552.216224358771	2818.6775038170454	917.8824302424784	1055.8225343170502	1061.233331392277	2207.0013234545872	2020.5820557488423	4225.998028865	2613.731316011541	2141.5932342226124	1382.8962092068532	3768.475930996215	2391.5658859626988	3226.790718660244	3453.787724847174	1829.110555681331	5938.765719951208
PWY-6572	chondroitin sulfate degradation I (bacterial)	0.0	0.0	2930.741204588215	646.8969591659427	812.1574148136298	720.1700094777708	1027.492900617573	746.7546274819592	1706.0922748318312	2403.4466607290983	768.2283969811149	1041.688591973273	421.7028721875117	784.3045317364637	1119.6307533083218	764.1454332857609	500.0147471594578	1497.8681200082915
PWY-6588	pyruvate fermentation to acetone	2062.236963940381	1132.4172976483917	858.7353544298671	262.8843056704316	678.299341402464	106.59251435218296	270.52419776148605	709.3365114615423	2123.672565567485	553.6402235981853	106.91449947045136	893.32364120104	1529.3087650495377	314.7717575942777	2123.6500092697083	644.2883982364741	87.08638515557828	1114.8588695853186
PWY-6590	superpathway of Clostridium acetobutylicum acidogenic fermentation	182.2507031296427	166.36744418705084	283.0461204693847	400.0399856603583	523.7667381127882	452.9400643944028	697.1932754042078	1248.273654641441	1618.007990905606	836.5970795573804	550.7548878939589	635.6294701011683	341.36856944540835	607.1086852187748	352.1890624980708	112.7390559772162	240.09272038141603	857.261567922113
PWY-6608	guanosine nucleotides degradation III	5972.1023606713325	2348.0959072949177	1239.0969893619315	1971.5804332906216	858.5722188151612	366.2366434154504	330.3948528552164	1243.68055699401	3289.7606208831294	1608.7765070343926	262.73788769171	2303.1946272610267	1427.8459103314815	236.74488428371265	2979.3421027260747	723.4722152906271	165.5895892571283	2048.9850761383896
PWY-6609	adenine and adenosine salvage III	16767.08566860412	16816.55921170397	17465.023230222574	9464.653202472324	7795.378663381788	10778.16302065633	9505.03541611828	11843.528255798068	15967.12960013268	11488.610942140956	15367.745715550858	11181.948100999316	11524.721785213667	20005.744489084387	9456.012488107812	10773.216746882206	9378.068752075424	22539.956848887992
PWY-6612	superpathway of tetrahydrofolate biosynthesis	5269.820917703068	3583.015540834126	10574.150475144414	2787.9964779575507	3769.465853887127	4118.996020412976	5275.138105268999	5255.958364899335	9147.490281269447	8346.562184220758	5620.749127351802	4726.824091068384	5205.233026241181	4619.088963757566	6116.952308722386	5424.508406477928	3501.2040458077863	7359.833620565047
PWY-6628	superpathway of L-phenylalanine biosynthesis	724.4270994024998	1650.6726828188644	605.2370695440501	669.5366803906535	460.3505729737898	480.0464001684	442.626499711162	136.3690539013806	59.65162478595728	323.3458877546664	169.19351971607784	266.96861819224574	195.41663192888333	125.45637798803511	851.2402696181748	1987.6528653641408	265.0433614206759	137.323208023795
PWY-6629	superpathway of L-tryptophan biosynthesis	39.80291227785269	59.643203339779205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6630	superpathway of L-tyrosine biosynthesis	724.0381891584735	1645.7897286210614	604.6816532587843	666.5664084578914	459.35836833322895	477.6824000354692	441.1579995771936	136.25025450014715	59.64693393493828	323.1918485470206	168.8394623417829	266.76308908236945	195.39385948480776	125.33352177990314	850.1563213964022	1975.956624027625	263.8879818525811	137.2700792597627
PWY-6641	superpathway of sulfolactate degradation	0.0	0.0	66.10333103388092	146.8698044332189	6.445593832476047	25.76520200114081	0.0	37.00376594399105	31.55498660028605	0.0	16.797897500765757	83.34816595150775	36.851748023601566	0.0	96.09115927527871	0.0	0.0	68.86876512659548
PWY-6700	queuosine biosynthesis	3239.792371168024	3279.035523422289	5348.89515760666	2071.6978215459176	1974.33013038358	1957.8754300355545	2620.872635139125	3144.00594556945	4329.098244836555	4138.685232652226	2873.720593330193	2674.391705113224	3087.9562171764564	3237.50314224182	3408.441883712652	2908.896448930019	2198.314986874559	5091.70067808239
PWY-6703	preQ0 biosynthesis	2013.9662279637712	2448.951982518344	3543.2040331653634	1456.2117937837536	1417.6137205760897	1411.4261671118236	1782.831019184378	2081.927789636085	2952.1693225594763	2914.263190200607	1652.891494437395	1903.079531487394	1572.9688842006656	1753.5422020329363	2003.9605484612016	1437.7705136401028	1208.4572194081454	2398.835880173233
PWY-6708	ubiquinol-8 biosynthesis (prokaryotic)	25.689268932584348	24.81552938981642	83.4129172395624	160.37727410150373	6.652321683288079	53.403870703180026	0.0	41.90388904577793	32.31846428978755	0.0	21.508359129165218	89.21136459500033	78.72280977656254	15.752882881545757	138.51695314721692	11.635036162194677	32.868506294258026	73.8085190558593
PWY-6737	starch degradation V	12734.175311580268	13165.548394120924	10836.46751875166	4624.92023881186	4658.016116697634	3598.6410496018	4098.729511617923	5961.202475540892	10593.194152802587	6278.071763867094	3907.99436807105	6829.416888585461	9392.514274931884	4292.538727482583	7804.606906579483	6377.328676109392	2842.744236157926	9648.137703143751
PWY-6749	CMP-legionaminate biosynthesis I	37.29337444497437	104.35129336432362	433.6059827247324	201.1025126579215	231.6077712831164	119.38288169904452	313.0120570355267	416.2163550558006	1083.102099798735	450.1045853138888	200.08649776316267	334.24495029524564	136.22085557163115	179.1750167546111	114.79764911057616	111.4881162416944	71.7827429790357	169.70962795871714
PWY-6876	isopropanol biosynthesis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.333650717826725	0.0	0.0	0.0	0.0	0.0
PWY-6891	thiazole biosynthesis II (Bacillus)	151.91244929469875	168.45672103669204	267.06643491151743	328.22181929612606	57.48587071428627	160.03339439588336	73.28459360436871	157.22644334457996	259.0123001991975	122.845965037077	68.15638354913845	310.8653885356727	338.2549794804554	100.14761234539792	648.6933264473265	264.1363000584923	106.5081440269108	472.9096016495415
PWY-6892	thiazole biosynthesis I (E. coli)	3064.822140999373	4037.1893785375823	5221.043959386248	1959.3764627606915	2135.992540271444	1992.34930776771	2823.709181555088	2645.9928399374053	4836.651560120208	4616.774451241393	2498.24853405684	2494.353319633376	3267.261031853971	2781.796097700497	3800.919283377264	2907.232118675492	2082.347595133099	4662.44839604572
PWY-6895	superpathway of thiamin diphosphate biosynthesis II	683.56009899557	738.6800155032944	1135.8353725920554	1023.2972574343428	265.98604531108595	651.110629985629	338.21033114521214	680.5897873948323	1118.2981668906743	569.8842477243048	316.4896688370324	1199.2541903613808	1196.44155096948	450.4022007989272	2054.256429180039	1010.57646758336	456.6443146421371	1710.7368349029466
PWY-6897	thiamin salvage II	10149.442238256675	8918.886844196537	10766.116495681565	4708.989175547313	3773.464135488809	5362.950493604805	5355.782389338726	4885.080990381609	9516.800871475129	6933.554839074715	6293.402203075337	4538.487736013344	4825.062023544217	3368.36865052983	5234.012109037877	4714.902713806444	2844.938553419878	4932.946638433584
PWY-6901	superpathway of glucose and xylose degradation	890.7709176871344	558.7627759831507	8150.858890499323	3157.593753794776	3269.8359614855217	3230.620883066249	4305.900030578627	4284.628075424713	7037.471191728036	7351.622636720776	3496.784394933146	4118.920246109173	2127.760841569021	3954.0518926826894	3984.365749905226	3294.9792871683358	2601.829631008487	5158.244535980425
PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	2878.037524136552	3305.35473331359	7017.611561359585	2352.224517562877	2849.949347575121	2580.115141216816	3291.141065916263	3928.5438879958497	6628.5277097838125	5850.4732061128525	2735.953849413737	4022.492481527403	2663.955735049865	3039.5091052550824	4361.572789420469	3097.226143274444	2089.01087357774	4831.075572064128
PWY-7003	glycerol degradation to butanol	4485.741013396672	2867.333529591484	2157.378978646876	737.3648847452896	1638.755218552719	312.31804388789504	755.0667245726846	1823.8969127399405	4496.517257072092	1420.3118041918162	315.2071044886204	2149.888936127678	3359.455639588981	681.0497525400522	3599.5454709468545	1659.045756537264	253.43974031581027	2766.888443507594
PWY-7013	L-1,2-propanediol degradation	2669.2752683549325	2673.0710013103144	5763.08416384874	745.026080378178	918.2247662569824	1785.083813119681	3703.755999116208	2490.8056457099733	3978.43496797389	2900.106646233168	3858.378382861919	1291.0383954029403	262.5285275141033	0.0	1764.950708129176	2112.05969799315	1408.6094401812843	893.0240873956111
PWY-7090	UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis	136.08934941847474	346.12924858234743	50.48994450907652	53.40069404176771	63.1025260190124	20.23071973356525	104.3042646360048	144.5382975297918	44.54616602412637	24.94851568779997	3.940463000758062	15.036286437778363	97.21819032052316	45.76735261493411	88.51914944033746	22.428682098976044	7.333195495556515	43.32795777530237
PWY-7111	pyruvate fermentation to isobutanol (engineered)	18974.299222280275	17976.452385272347	13197.475695237148	5939.129235317685	6046.853027700566	5009.389524801123	5716.657998022499	7965.585863766071	16591.36266542188	9625.623144072222	4869.338426544318	9740.664374548309	12917.557558593877	6074.33949511654	10891.388261732309	7461.218944782016	3685.820833618315	13076.640044266309
PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	8795.20595948421	10734.574063509466	14424.014299755974	8390.771297651028	6487.943693858485	10641.203943313963	9399.605368629813	10010.12512854218	11987.468472889792	10160.95276403689	16066.284352973087	8457.43486040042	8872.031969219355	21153.854331372924	6737.272686959411	10395.148066782736	9691.533382460464	23150.03731666969
PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	11018.238018451932	13342.529709342873	15674.22145425715	9388.022422505092	7171.626765972483	11084.309889881208	11247.994637268052	11668.080984258855	14023.779980618445	12011.034048236044	15996.881758067231	9415.46927840624	9721.903993272736	19307.74913668568	8784.84084403976	11094.267548887954	10647.648998880688	21807.724067912444
PWY-7196	superpathway of pyrimidine ribonucleosides salvage	11450.978037544091	13477.776236856578	16176.83136860738	8736.524330344624	7210.125132274274	9702.836585106412	9724.497281613829	11033.356857342536	14157.15102241359	11497.003885959208	12808.943803435246	9696.520648581596	10605.848066869545	16771.47534170496	8268.06802346062	10097.690899775382	8502.07825182613	20571.026114851
PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	8225.376743463017	9986.17832848597	12896.422373177347	7625.782459545792	5914.793154853701	9491.00383885654	8454.153306616428	9079.440213253776	10903.40463446427	9214.277708618098	14121.724988199234	7758.283109287395	8341.396337673643	18792.75329533334	6120.6653656346	9337.971046292956	8709.663313496305	20863.533086564137
PWY-7198	pyrimidine deoxyribonucleotides de novo biosynthesis IV	2036.512990622689	281.6606501178477	200.93824083560625	521.7488038441815	131.06936718891347	128.37915284395368	0.0	200.13952195999917	748.9698678613499	473.8720480490531	52.37652032250068	635.7329320677786	136.6893857565779	0.0	195.4353050543428	0.0	0.0	594.6971335839686
PWY-7199	pyrimidine deoxyribonucleosides salvage	9448.446132448003	10256.05809205981	9616.916239311216	4227.737856344358	4238.787692060844	3755.588260871784	4757.881568561558	6659.162343316635	9986.832407267657	7375.893245401994	3950.2784954629647	6361.3142694183225	6652.009050534216	5284.80899450027	6918.589234137152	4683.753626402666	2821.2414142599114	7784.846472404087
PWY-7200	superpathway of pyrimidine deoxyribonucleoside salvage	8676.15859992914	10368.313031289892	11918.531394050706	6359.954433810368	5424.129721719694	6703.223468156286	7212.686240598225	8545.119930659905	10922.788362468957	8936.390671218882	8201.124985140523	7413.110438667881	7641.325435111535	10875.262527763203	6620.147742312681	7328.149845237324	5577.2706460304935	14058.742498228108
PWY-7208	superpathway of pyrimidine nucleobases salvage	20667.634842732856	24563.970362153577	24416.22152769701	15038.490507894465	11456.7437307063	16278.58057644646	19204.83668025307	19746.627519486767	23914.25289892408	20663.29394532055	22256.473234902176	15068.483467365237	15663.216148353224	26899.290724046936	16804.886699221395	16512.370589016275	16732.15258332261	30799.164690714988
PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	2594.4546722250057	396.8891461371019	285.09501727037	723.6873704319268	185.41655185875572	182.388385316194	0.0	283.0927257781185	1037.3930665334426	661.5138557941494	74.71767602224475	876.3211134097425	193.81956176494293	0.0	274.99939197147813	0.0	0.0	840.3885208743592
PWY-7211	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	6542.4283389048605	6293.364749408123	5504.971455156789	2274.913897498296	3508.136796941141	4163.489763852585	4800.133741446067	5519.746536887969	8376.013818048263	7449.24290560615	5964.347883230271	5071.683583702397	5468.501859323964	8378.030513815305	5269.160683745176	5513.287740181927	4479.638991307357	9466.8930964472
PWY-7219	adenosine ribonucleotides de novo biosynthesis	18758.006106242785	21822.66904681312	21865.81772263319	12979.09288234663	10042.349651805534	14031.861224910332	16362.291381839086	16942.48354930868	21334.64264877176	17920.31739454209	19214.85544698196	13324.587829754226	14662.118278693397	23491.220129484933	14965.351285485813	14658.666522338342	14229.946002488688	27484.745918104985
PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	21445.132740195266	23709.69625429482	29016.55854620902	15867.73222154741	11772.280979654275	17288.01015729336	18917.39134149623	18643.34607733622	25455.339664194707	20353.34257565398	24867.52980054737	15780.798633174883	15198.278850625897	23492.46702482328	18818.6854417238	17821.383688013764	15879.16000304316	29007.92604948933
PWY-7221	guanosine ribonucleotides de novo biosynthesis	17469.458710315826	20561.478486766475	20924.20907490056	12561.3796572537	9689.271970643436	13717.848552155452	15986.576338608458	16488.045387468945	20107.77779251333	17368.24830216499	18891.302138977964	13056.045133520623	13079.893641388016	23093.9177812551	13943.821818684104	13966.961958176998	13920.383842264066	26353.508411703853
PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	21445.132740195266	23709.69625429482	29016.55854620902	15867.73222154741	11772.280979654275	17288.01015729336	18917.39134149623	18643.34607733622	25455.339664194707	20353.34257565398	24867.52980054737	15780.798633174883	15198.278850625897	23492.46702482328	18818.6854417238	17821.383688013764	15879.16000304316	29007.92604948933
PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	10801.743834157942	13010.121037353638	16976.41307285163	9754.08879241391	7574.189360201014	11991.817722840666	11008.874577231234	11717.116501838902	14227.304177429634	12013.903396139058	17760.62616976066	9962.55703111897	10416.791883277676	23052.4007173676	8165.550930545334	11805.412015369366	11047.977052486463	25652.507477548672
PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	19794.4278320211	22554.914177442057	23916.307118225977	13951.90521679065	10655.18072661422	15222.414088340827	17350.21249249061	17701.884571710238	22651.55294870709	18859.87039868953	21195.905873183907	14172.227572505151	14851.279875895816	24257.27587141955	16116.46102598083	15792.982736388927	15016.600504380183	28683.65863063844
PWY-7234	inosine-5′-phosphate biosynthesis III	13898.264168270773	15510.29968847803	17326.358793633764	9240.153975289742	7720.406766813773	11085.195326512452	9361.458636815858	11159.232930156406	14773.445127695595	11070.19952794572	16263.988417212311	10586.01676397685	11988.952475356708	21816.22479856567	7702.187438890115	11566.82558000153	9296.85386041694	24999.5377396099
PWY-7237	myo-, chiro- and scillo-inositol degradation	613.0	613.5	1764.3299999999997	377.5	482.5	428.67	737.83	488.5	1059.67	1386.67	495.33	666.3299999999999	286.5	629.5	673.5	432.0	340.33	769.5
PWY-7242	D-fructuronate degradation	7307.609675431783	6263.516952785303	7793.624200662937	2661.2810971866684	2621.52909982734	1865.843109061297	2560.9568996832304	3223.862718705775	6916.925506185011	4361.824950407393	2255.717921160416	4201.165704852931	4676.617750793931	1894.968643954506	5201.904195712115	2861.4442946101226	1626.8890827739835	4793.8060162458605
PWY-7254	TCA cycle VII (acetate-producers)	9.981070145639046	669.7458915426438	1464.734874982022	331.0214869552942	421.7275262575269	493.5402615147575	963.2521916088862	545.1206008849757	1815.7017016847287	1388.880314715155	996.501946197693	59.451870794410354	1823.9001438103955	1030.9649022629264	1850.8829660378592	1638.4823117522935	840.096973488685	2546.393988406029
PWY-7315	dTDP-N-acetylthomosamine biosynthesis	2283.0896161703995	3364.874673786209	5254.410339030472	1067.1286937965865	1045.0325644416312	123.41375543491692	413.4261311971688	919.0304824275212	1706.8015953061677	735.7367598006554	314.8626173459259	929.6171837209916	1844.638263827568	226.28776433130568	2492.559382477607	1195.3152834634816	111.40402763459984	745.3285589939882
PWY-7323	superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	2848.262988767719	3611.568306184018	6138.925221517224	2071.67254495957	2497.702387432284	2151.8941458415165	3162.6064233820007	3757.853066085645	5765.854096331633	5155.534942062774	3098.0544362431724	3394.6267562719127	3200.7962044486294	3603.690393087324	4238.929511020607	3354.4951019171363	2324.0651055699045	5303.275633703106
PWY-7328	superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	173.4970092986896	1434.8390901617342	3928.0585598750113	1148.3796520804474	1296.131920737449	1133.4749383259618	1760.5124024181678	1660.165290508637	3316.8819121540328	3073.620353183513	1434.2722142835255	1773.0518062935062	1211.8648508736126	1579.3739660336985	2724.2002933087547	1557.5938917120843	871.7001003770528	2023.3391070050384
PWY-7332	superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	2232.750234670355	2666.8380119354047	404.54972794727735	290.42423264324964	352.95143272787567	76.56421353920507	524.5593201914376	1375.3302689495324	204.1825617652337	93.95138026151572	52.35626416695166	41.8458808865223	496.1006319282937	163.30589159981412	494.8621105215056	145.4791067211359	66.18305455044832	311.1896477301609
PWY-7371	1,4-dihydroxy-6-naphthoate biosynthesis II	1444.0	995.0	862.3299999999999	253.33	506.17	418.00000000000006	604.0	639.0	1394.5	1422.5	749.1699999999998	907.67	1151.33	1115.33	1366.33	1055.17	637.33	1502.0
PWY-7373	superpathway of demethylmenaquinol-6 biosynthesis II	0.0	543.2640949554896	760.2426875886429	188.78561105984363	311.92940701467325	307.1020408163265	498.4429022082019	264.6990291262136	1119.8950520461997	1019.4082263046656	640.8645995301817	0.0	1053.696834662098	820.8170712601383	1158.767268727043	966.5383116247474	550.1124863749287	1419.9457574583494
PWY-7374	1,4-dihydroxy-6-naphthoate biosynthesis I	1226.823968765914	482.2523164647185	422.4539719157473	181.49163844033083	408.0775400974068	313.5	372.9755080771235	573.9935064935065	910.2500272657868	1060.4844584749878	422.2137263953	862.9989812722561	518.6849918400329	760.0700633339075	768.8824899106806	473.48097875582187	334.5327409776154	447.5615090213231
PWY-7377	cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)	1989.3861229365505	1788.7553447392002	2513.741396556352	518.8311552368014	531.8669494534512	712.954499904296	1129.944997531852	1097.088275955404	2298.7383969710304	1319.027468728897	947.3628465348442	853.2283252203276	14.940962486098304	0.0	1006.651531796964	979.6283326034368	444.1176543045205	541.2380599547032
PWY-7392	taxadiene biosynthesis (engineered)	10416.558399508283	11217.336303802622	11053.451709187842	4436.061865505797	4541.480971584616	3950.8422351287513	5127.483669111006	6585.147190352566	10782.833071676076	7907.0602619101555	4508.531591934791	6492.788788485339	7815.140177374189	5392.275127491714	7868.480491701373	6117.44644355368	3416.9673467968496	8968.066873488193
PWY-7400	L-arginine biosynthesis IV (archaebacteria)	11630.713055109723	11369.672488219892	11511.456016507242	4762.934567150809	4403.372059517815	4393.086538122569	4761.391163185489	5456.65574008817	10708.342644972645	6977.903983411278	5344.624964808707	6177.067106685483	8492.482100110195	3825.61942404854	7326.887370491816	6601.547579383525	3173.740095712468	8841.804428720678
PWY-7431	aromatic biogenic amine degradation (bacteria)	9.887521532500784	0.0	0.0	50.73223653688306	0.0	0.0	0.0	15.887352030379969	201.7915516875398	7.32817232479549	0.0	11.910208169692874	15.982657377524506	0.0	0.0	7.340212896893009	0.0	4.2251000301669
PWY-7456	mannan degradation	15.903404684586183	0.0	1593.662208947106	380.6090974347671	553.11894570868	337.5327162980824	752.2806509043198	987.4606706387124	1723.0358737839176	1318.7103636380357	529.6064140735906	842.2555706234659	423.2247792489958	827.8852471371237	455.7041180608432	449.76325536166655	465.005960268675	694.8580703904794
PWY-7539	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	8179.843270458018	8368.661795746251	12560.907397924528	4464.054938521581	4126.241957710542	5452.713429153337	5649.452146205628	5349.627717650974	10234.685400885724	8176.073684867141	6684.42787848523	4693.112543585824	5077.7475909425	3242.61062324118	5935.721644236285	5340.351292216657	3123.7411933065446	6021.464064180542
PWY-7560	methylerythritol phosphate pathway II	10211.198177594491	10194.077669062362	10054.364059518512	3773.672056482285	4034.881789693565	3352.600825235986	4456.822145042509	5834.145176045031	9828.76708933409	7070.52352263713	3755.5756359743714	5867.994912010371	7440.003522052666	4451.657987505716	7239.308976804916	5369.57614504922	2834.9388410513	7537.308064597962
PWY-7663	gondoate biosynthesis (anaerobic)	18233.032554377354	19182.89962819867	21337.675587260008	10455.143916834935	9248.118530457814	12451.802626485887	11717.104952805112	13629.177826114952	19369.95794181115	14380.82339361845	18811.691420637275	12977.564068414084	14487.868813995545	23825.91840672621	12354.468929458537	13485.551005293466	10673.0874680282	27689.303291051965
PWY-7664	oleate biosynthesis IV (anaerobic)	15.182477557712424	39.943160644455375	1560.8971704419885	0.0	124.83815091361068	34.934167200273265	104.36305918260064	171.19695634402058	128.90716854720364	431.9306858821843	41.93575303458935	125.15684287728072	132.16531459720738	236.3678128368284	173.33617875254166	178.04792699927265	131.86652040417593	69.87772457204404
PWY-841	superpathway of purine nucleotides de novo biosynthesis I	12721.827508423165	14706.061843985346	17354.99239493942	9515.885337693466	7819.912778011983	11213.528647639072	10200.632684204296	11719.2834618465	15215.557795158516	11978.743155440616	16583.29037496255	10556.244557250924	11750.514895568944	22636.38802614549	9067.49088301518	11939.69208144902	10313.596045895278	25817.658048380767
PWY-922	mevalonate pathway I	7535.060197668023	10428.867321214952	11251.689029024468	7938.532218780609	5225.587199446842	8484.610618938237	10611.517258273632	9766.111973633	10291.444409024689	9853.89190603451	11061.093146367708	6123.515276813816	5470.122086021915	2320.995467032424	7012.54009180901	7623.021317297305	8450.420036585052	8162.737951871191
PWY0-1061	superpathway of L-alanine biosynthesis	176.84434407784593	273.5299923958876	36.93543662728909	95.40417707653675	58.75815370764627	139.89505591699282	8.995069075866827	157.8893085556926	432.6839488847223	218.071859403405	4.499242219501891	340.8466782907648	59.1173802606811	0.0	146.3234703812292	393.0706321796744	15.73665914737003	81.38212597865544
PWY0-1241	ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	127.7285768144797	422.0507371228756	809.9005111562313	281.2438482497898	217.6945658627909	231.29455568267468	431.9210323208462	205.50525651578116	1031.977251464856	690.4871551824501	513.0929495050048	112.79991064247317	1168.95639424594	577.035988434	1264.5339851005958	1004.1106962933534	436.0993356521814	1572.2229543937558
