"rownames(pathway)"	"Kruskal_test"	"Dunn_AD-AP"	"Dunn_AD-CON"	"Dunn_AP-CON"	"AD_mean"	"AD_SD"	"AP_mean"	"AP_SD"	"CON_mean"	"CON_SD"	"AD1"	"AD4"	"AD5"	"AD6"	"AD7"	"AD8"	"AP2"	"AP3"	"AP4"	"AP5"	"AP6"	"AP7"	"CON1"	"CON3"	"CON4"	"CON5"	"CON6"	"CON8"
"acetyl-CoA fermentation to butanoate II"	0.40122892050059	1	1	1	552.915276235406	281.950554087942	281.005945972819	379.161053888356	660.74619098174	731.741293999442	928.439420193165	503.109689922411	814.084307736114	382.807802018294	531.585299667585	157.465137874866	0	186.453746119436	989.380734868853	0	98.8800700006883	411.321124847937	864.500845035229	64.2012310870979	1912.36620838678	55.0782270769674	137.672585322654	930.658048981716
"succinate fermentation to butanoate"	0.815240299529902	1	1	1	12.4933486852155	26.028690023483	48.4245415400493	114.819531456335	26.0195370209271	42.3835865489986	9.96224831265569	0	0	64.9978437986374	0	0	0	0	282.711591243083	0	0	7.83565799721257	40.3755179393557	106.428479669251	0	0	0	9.31322451695597
"UMP biosynthesis"	0.80543379654864	1	1	1	16350.3550541953	4960.07936809167	17088.501882754	2702.47914042401	17734.3957881107	5297.01741169518	18395.6673886987	21532.0717750007	21845.8015853322	12804.7726793277	9877.80726925127	13646.0096275613	15885.5434087172	16403.2186614863	20907.0058635757	17490.4822543865	18849.6665465177	12995.0945618406	14186.2984719676	22260.7088398338	15022.4634689776	14494.1391385605	14016.8913710777	26425.8734382468
"urate biosynthesis/inosine 5′-phosphate degradation"	0.262060132931539	1	1	0.529274546425124	8412.4651263453	3310.5636488624	9424.51209974287	1942.88665691913	7224.90373833024	1876.48521156855	8084.23525844555	8930.55809756485	14636.292260042	6112.18269150877	5371.98842395351	7339.5340265571	8189.62208980454	8072.22052059988	11847.1933434718	10383.0991335085	11078.9117369677	6976.02577410484	4276.88990641217	6716.71020516389	9142.22421385526	7894.37473307499	6218.31256548273	9100.91080599242
"allantoin degradation to glyoxylate III"	0.118735850780288	0.640123584346514	1	1	138.562287094932	138.221086793131	32.0262860062676	45.5329631850394	41.6879506379683	74.1701954078218	355.440923396691	252.6373614686	123.482601120686	67.2165632916921	27.7267080745342	4.8695652173913	2.18912988129216	16.6186260921905	115.023041474654	2.67	0.873818063253994	54.7831005262148	46.2590499322715	0	188.88509277752	8.84626910398562	0	6.13729201403226
"2-methylcitrate cycle II"	0.0201782330683373	1	0.127431442949376	0.503134939062031	203.609190333575	192.573245778142	356.59492111397	269.78064914786	760.941388317198	307.927868441651	0	232.421052631579	563.467018469657	107	145.372112917023	173.394957983193	330.255988082342	100.385896312277	708.103849186524	552.785937655807	448.03785544687	0	861.254125412541	459.974137931034	821.448276452704	786.062146027859	392.693032015066	1244.21661206398
"1,4-dihydroxy-2-naphthoate biosynthesis I"	0.109873831777761	0.0827618400887702	0.00611995708394974	1	24.7180661859071	20.2409095963953	55.2109866572167	68.6111775262772	5.49291818252799	9.33937706871984	7.72578013217158	27.6983475211854	7.71801843902754	23.4084533460039	19.2249094712159	62.5328882058383	117.150665992417	163.356963882324	17.3476913354802	0	0	33.4105987330783	0	0	22.5637368088272	0	0	10.3937722863407
"superpathway of menaquinol-8 biosynthesis I"	0.109873831777761	0.558640739641151	0.142170871122921	1	83.6942759625474	67.8417360912354	183.255397258604	226.055433474787	18.7053900164627	31.7725555591824	26.4165613204049	94.2658388679211	26.4213612869743	79.5682061881737	65.360934514467	210.132753597343	390.036504403051	537.198043688294	59.2504623637869	0	0	113.047373096493	0	0	76.7168623410428	0	0	35.5154777577332
"superpathway of menaquinol-7 biosynthesis"	0.109873831777761	0.558640739641151	0.142170871122921	1	83.9471480112747	68.2314562696102	184.467192355919	227.89595919207	18.7201007088265	31.8012517607496	26.4292949051787	94.420639439655	26.4276513729941	79.7613138300811	65.4508780192992	211.19311050044	392.714962246754	541.560587737953	59.2831372034345	0	0	113.24446694737	0	0	76.7914923632259	0	0	35.5291118897329
"superpathway of menaquinol-9 biosynthesis"	0.109873831777761	1	0.233962276217	0.676872197006791	57.5439541909511	46.4272781419769	128.265307447467	159.560315516435	12.0143047210984	20.1610667218936	19.862428181285	64.7271222240523	17.9471783303663	54.0961943196012	44.2060448391997	144.424757251202	274.773891550478	378.166579716038	39.6845889145602	0	0	76.9667845037249	0	0	48.2948699591333	0	0	23.790958367457
"superpathway of menaquinol-6 biosynthesis I"	0.109873831777761	1	0.233962276217	0.676872197006791	57.5439541909511	46.4272781419769	128.265307447467	159.560315516435	12.0143047210984	20.1610667218936	19.862428181285	64.7271222240523	17.9471783303663	54.0961943196012	44.2060448391997	144.424757251202	274.773891550478	378.166579716038	39.6845889145602	0	0	76.9667845037249	0	0	48.2948699591333	0	0	23.790958367457
"ubiquinol-7 biosynthesis (prokaryotic)"	0.531404697967549	1	1	1	59.0585303416558	56.4324385455611	30.8236795099552	33.2298083814752	58.5507845529395	48.4285544581433	25.6892689325843	24.8155293898164	83.4129172395624	160.377274101504	6.65232168328808	53.40387070318	0	41.9038890457779	32.3184642897875	0	21.5083591291652	89.2113645950003	78.7228097765625	15.7528828815458	138.516953147217	11.6350361621947	32.868506294258	73.8085190558593
"ubiquinol-9 biosynthesis (prokaryotic)"	0.531404697967549	1	1	1	59.0585303416558	56.4324385455611	30.8236795099552	33.2298083814752	58.5507845529395	48.4285544581433	25.6892689325843	24.8155293898164	83.4129172395624	160.377274101504	6.65232168328808	53.40387070318	0	41.9038890457779	32.3184642897875	0	21.5083591291652	89.2113645950003	78.7228097765625	15.7528828815458	138.516953147217	11.6350361621947	32.868506294258	73.8085190558593
"ubiquinol-10 biosynthesis (prokaryotic)"	0.531404697967549	1	1	1	59.0585303416558	56.4324385455611	30.8236795099552	33.2298083814752	58.5507845529395	48.4285544581433	25.6892689325843	24.8155293898164	83.4129172395624	160.377274101504	6.65232168328808	53.40387070318	0	41.9038890457779	32.3184642897875	0	21.5083591291652	89.2113645950003	78.7228097765625	15.7528828815458	138.516953147217	11.6350361621947	32.868506294258	73.8085190558593
"superpathway of demethylmenaquinol-6 biosynthesis I"	0.109873831777761	0.811968167826473	0.0827618400887702	0.811968167826473	38.5181248713679	31.1804625839329	86.4385721426041	107.790174562793	8.03136875096536	13.4811435850375	13.2561356276079	43.2587320225383	11.9701774937398	36.1555899501552	29.5566530088647	96.9114611253013	184.787487072849	255.760312352326	26.4901330115893	0	0	51.5935004188601	0	0	32.2999442245537	0	0	15.8882682812384
"superpathway of demethylmenaquinol-8 biosynthesis"	0.109873831777761	1	0.233962276217	0.676872197006791	56.1271055890833	45.7134332997293	124.060353153907	153.573442855319	12.5240840107082	21.2836626067779	17.6367281010139	63.0717685962296	17.6259292698974	53.2435768422181	43.7621297539575	141.422500971184	263.270008214168	365.541018174783	39.5755680542178	0	0	75.9755244802751	0	0	51.4058941069445	0	0	23.7386099573046
"superpathway of demethylmenaquinol-9 biosynthesis"	0.109873831777761	0.811968167826473	0.0827618400887702	0.811968167826473	38.5181248713679	31.1804625839329	86.4385721426041	107.790174562793	8.03136875096536	13.4811435850375	13.2561356276079	43.2587320225383	11.9701774937398	36.1555899501552	29.5566530088647	96.9114611253013	184.787487072849	255.760312352326	26.4901330115893	0	0	51.5935004188601	0	0	32.2999442245537	0	0	15.8882682812384
"superpathway of phylloquinol biosynthesis"	0.109873831777761	0.0827618400887702	0.00611995708394974	1	28.2363992920458	23.1129544067903	63.0181777981969	78.2904240649768	6.2763241158099	10.6709353614755	8.82884080081873	31.6483248963068	8.82005168625813	26.7443694479833	21.9641749754109	71.4126339454971	133.724110735237	186.3943216238	19.8231001148154	0	0	38.1675343153286	0	0	25.7801368025258	0	0	11.8778078923336
"superpathway of menaquinol-10 biosynthesis"	0.109873831777761	1	0.233962276217	0.676872197006791	57.5439541909511	46.4272781419769	128.265307447467	159.560315516435	12.0143047210984	20.1610667218936	19.862428181285	64.7271222240523	17.9471783303663	54.0961943196012	44.2060448391997	144.424757251202	274.773891550478	378.166579716038	39.6845889145602	0	0	76.9667845037249	0	0	48.2948699591333	0	0	23.790958367457
"superpathway of menaquinol-11 biosynthesis"	0.109873831777761	1	0.233962276217	0.676872197006791	73.573121938994	59.877735662114	162.132600661704	200.508216473272	16.3957348376482	27.8568495988322	23.1336907800917	82.6947606144528	23.1294101156767	69.8656199661985	57.3392875243401	185.275962633204	345.002219166516	476.617069409179	51.901618267865	0	0	99.2746971266625	0	0	67.2728189269222	0	0	31.1015900989671
"superpathway of menaquinol-12 biosynthesis"	0.109873831777761	1	0.233962276217	0.676872197006791	73.573121938994	59.877735662114	162.132600661704	200.508216473272	16.3957348376482	27.8568495988322	23.1336907800917	82.6947606144528	23.1294101156767	69.8656199661985	57.3392875243401	185.275962633204	345.002219166516	476.617069409179	51.901618267865	0	0	99.2746971266625	0	0	67.2728189269222	0	0	31.1015900989671
"superpathway of menaquinol-13 biosynthesis"	0.109873831777761	1	0.233962276217	0.676872197006791	73.573121938994	59.877735662114	162.132600661704	200.508216473272	16.3957348376482	27.8568495988322	23.1336907800917	82.6947606144528	23.1294101156767	69.8656199661985	57.3392875243401	185.275962633204	345.002219166516	476.617069409179	51.901618267865	0	0	99.2746971266625	0	0	67.2728189269222	0	0	31.1015900989671
"superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)"	0.104021476668038	0.104865217930892	1	0.223058716105691	9590.50283230471	2466.78918633098	10748.3937186588	1857.02465780561	7636.27227820005	2506.6410623435	8928.78556412115	11978.4819568309	12731.846895881	8675.36808842665	5915.97367677654	9312.56081179201	11448.8982801824	10843.7823915466	11783.6508406945	11018.0536934002	12285.6246774396	7110.35242868939	6535.53848398236	3160.87491109351	8065.01507004237	8609.09362143101	9316.28197547046	10130.8296071806
"TCA cycle VI (obligate autotrophs)"	0.240051790590006	0.390026848402681	1	0.479244551012931	3747.59967852596	1280.83180400058	5100.4514725888	1778.80006001328	3567.93509915203	1443.64030074643	2667.37847447071	5345.00578002061	5343.86491833955	3457.03176878026	2527.83713004721	3144.47999949746	5500.62570228525	5429.47320753823	6870.6728305953	6827.20411140622	3490.67501935666	2484.05796435117	1805.71943534157	2491.32012990999	6025.15254371078	3811.49357207899	3793.83007643948	3480.09483743138
"superpathay of heme biosynthesis from glutamate"	0.0120215713366185	1	1	1	394.291922920757	213.971317745443	970.800118751919	408.156674017497	694.761633916004	222.682159650091	292.078740968379	49.5716817813447	507.621102995252	382.689266824131	450.540272482522	683.250472472912	705.544605478695	1158.28889422695	1675.7220731898	999.317631595323	728.885957173945	557.041550846806	617.790863782257	821.506532483242	800.579946361346	405.572059519378	514.380377333904	1008.7400240159
"superpathway of heme biosynthesis from glycine"	0.0297591127478813	1	0.991170146546382	1	96.0091591488119	81.9568894174329	370.380566546344	209.710484782825	229.633798908378	184.394651361839	12.9492705786151	7.26609918773697	75.8869570280478	223.712484744264	123.929663508918	132.31047984529	159.603991652678	663.253938600674	593.656598880616	313.841138886237	192.658443168157	299.269288089699	162.799731234628	337.956071828998	49.8829885880768	89.2592413269089	191.509818531235	546.394941940422
"palmitate biosynthesis II (bacteria and plants)"	0.112896190605894	1	0.640832680884436	1	408.507634711203	859.050070772789	237.069190166944	191.903871341648	218.305059907153	79.7114977920764	16.6374871751378	49.8944163118926	2157.41378378976	0	177.261599701669	49.8385212887561	148.513391497856	243.228447787474	183.591143894177	609.222887678491	59.839753169795	178.01951697387	187.894502628688	336.014326309148	246.128386556975	252.769070826834	187.32666182001	99.6974113012633
"cis-vaccenate biosynthesis"	0.86398589943524	0.281045372025425	1	0.640832680884436	13997.6839687105	4623.56935426399	13675.7595578648	2924.71808781727	16095.0443627114	6998.85230720663	16954.9875618583	17832.6703921229	19391.1729743219	9728.69213357646	8492.93533282132	11585.6454175618	10319.8772392143	12396.7031673521	17455.8034340382	12777.3432701351	17125.2554362789	11979.5748001704	13946.2319481459	23061.8893450527	10965.9107861602	12249.7273707558	9746.12559092468	26600.3811352294
"stearate biosynthesis II (bacteria and plants)"	0.112896190605894	1	1	1	253.242811150193	534.969740302796	143.544278262296	117.282186676322	131.512932604037	48.0588043300453	9.98534046549534	29.9586051626251	1342.53592298839	0	107.046021121837	29.9309771628123	89.4513304415021	146.776759656253	110.509826493811	371.261783961883	35.9254581740012	107.340510846326	113.058927575448	202.184378304744	148.625188610099	152.469169693961	112.879131421391	59.8608000185779
"5-aminoimidazole ribonucleotide biosynthesis I"	0.737791830067178	0.702582914637644	1	1	13280.1983479438	4606.8163621727	12492.6896057979	2769.48113339656	16278.2270326644	7635.10980418785	16481.049630238	17680.0164292661	18093.3003830376	9051.07608508166	8196.84657532623	10178.9009847132	8865.73750271842	11429.9054168629	16380.4274622593	11437.9053247582	15169.6432881915	11672.5186399969	14510.08931963	23753.4503823623	10152.9701017602	12205.5342474	9350.88129175326	27696.4368530806
"5-aminoimidazole ribonucleotide biosynthesis II"	0.691825825270517	0.768434899810579	1	1	13396.1356326207	4695.66562290513	12531.2263626684	2814.3277149638	16695.8846037614	7920.37747516464	16859.6501913977	18028.190546699	18005.3798286041	9103.59854987681	8257.17714271055	10122.817536436	8818.22978915938	11508.4214954364	16540.3033841197	11339.8916359991	15139.2369310126	11841.274940283	15060.3365822722	24428.7283404877	10260.0322130389	12427.7482144661	9487.60634253965	28510.8559297637
"inosine-5′-phosphate biosynthesis I"	0.932230256390905	0.991170146546383	1	0.583097732409328	13151.4568947083	4006.46724670047	12803.546614701	2871.0936274939	15097.5641477539	6761.49310443711	15040.5872913145	16073.6512376748	18415.3344705088	9691.83901574116	8028.37904582917	11658.9503071815	9892.95056856003	11553.1209799717	15806.1740888263	11735.0035425987	16961.9765519172	10872.0539563317	12269.6016459293	21929.8473756058	9641.90644251194	11944.9178136146	9537.9475748862	25261.1640339756
"superpathway of guanosine nucleotides de novo biosynthesis II"	0.834196285742519	1	1	1	12390.6665794201	3430.76990008419	13406.7297828065	2833.33797972165	15270.9025198228	6954.84520752313	11758.3694876392	13997.4114903098	18000.4173231991	10258.984518528	7934.64844231969	12394.168214525	11623.1472934553	12277.8448499284	15145.4908858891	12683.6449265509	18249.8925384001	10460.3582026153	10920.6119726928	22514.9158072729	8912.76445413087	12290.6394839157	11408.9712392902	25577.5121616344
"superpathway of adenosine nucleotides de novo biosynthesis II"	0.89483931681437	1	1	1	17063.6961063753	5026.73677834176	18040.1317103227	2875.97595223812	18511.3306390401	5717.58374676145	19090.2174079075	21864.1499708241	22971.8834215874	13462.8515490144	10305.8036532885	14687.2706356299	16809.3372041713	17188.5010688247	21855.9606114673	18275.6607772899	20414.3619337134	13696.9686664697	14418.6443885129	23491.7544969935	15518.2425778663	15241.8881758269	14572.7521751518	27824.7020198893
"6-hydroxymethyl-dihydropterin diphosphate biosynthesis I"	0.2358770829857	1	1	1	7422.53411150007	3568.55298629511	6730.84656532379	2031.71405060718	4665.71852030734	1268.06655458366	8029.4585930209	8817.07926215635	13604.0274825546	4413.90146882591	4239.48280055441	5431.25506188831	5570.63984918144	5366.02560576415	10112.0666326663	8060.88744017159	6596.64291588538	4678.81694827386	4957.63487929207	3145.34025794279	5875.63523913269	5238.47758266023	3028.89271491731	5748.33044789894
"S-adenosyl-L-methionine cycle I"	0.932230256390905	1	1	0.991170146546382	13137.6246551822	3798.38654780795	13643.6980347548	2264.05019025337	14686.0821866244	4903.07457467344	14275.4218581023	17285.9094385826	17249.7372002237	10737.1675086305	7838.75257878408	11438.7593467697	13198.4523556228	13410.0365580585	16003.7281863339	13481.6970391392	15935.9334281958	9832.3406411787	11417.2034109841	19201.0266658875	11339.2120648598	11782.1868631551	11851.1690926736	22525.6950221861
"chorismate biosynthesis from 3-dehydroquinate"	0.834196285742519	0.350545106806721	0.529274546425124	1	6676.70653504377	3552.73648941994	5648.69776993788	2343.54729974415	5266.44198135649	2044.12533190164	10293.097580469	10180.1077437347	9203.39192122863	3607.20730195108	3790.26927250702	2986.16539037222	3967.66497196459	5277.63873352303	9602.19541604652	6776.30638459576	2907.73129711506	5360.64981638232	7568.25880194937	3636.59418464273	6876.61575842322	4551.64089495042	2408.45230384174	6557.08994433148
"sucrose degradation III (sucrose invertase)"	0.62270386484775	1	1	1	14224.1020396213	4105.91478090324	14555.2251556175	2293.41003346176	18232.5395215154	7548.25997608001	16385.6799521443	19968.0090983258	16584.4683950569	11436.5586729445	8853.45775256493	12116.4383666913	12810.6744179163	14839.0473435268	16538.6700093853	12702.7811841318	17951.8416874447	12488.3362913003	14236.9989131762	26292.4089752081	12243.6955470109	13383.638792802	13820.6055382509	29417.8893626442
"superpathway of menaquinol-8 biosynthesis II"	0.587332756844842	1	1	1	1704.93096295202	822.709422155914	2210.7726683564	781.421916406264	2125.94606755991	491.451589586962	2762.1987085112	2285.97239407943	2205.88954268271	683.247350585769	1215.18841711438	1077.08936473864	1542.4792136609	1607.52264096278	3153.25021596608	3255.33091274338	1792.84410888379	1913.20891792144	1701.16191482361	2020.04575991668	2598.07183056647	2160.07697255513	1509.03324373428	2767.28668376327
"adenosylcobalamin salvage from cobinamide II"	0.630029708667343	1	1	0.281045372025425	3656.05671697257	2530.31520779752	2434.22727226965	1333.0105491282	2254.57629194912	1472.01855702547	6855.97437015373	5695.47431720407	5168.35462256257	1533.81358952911	1572.8689790483	1109.85442333765	1501.54204685888	2075.70368996715	4951.05941396055	2377.14616605632	1192.04393760892	2507.86837916608	4450.0700043196	759.372111682739	3076.56916449768	1788.01660094559	647.88697674909	2805.54289350003
"superpathway of 5-aminoimidazole ribonucleotide biosynthesis"	0.691825825270517	0.768434899810579	1	1	13396.1356326207	4695.66562290513	12531.2263626684	2814.3277149638	16695.8846037614	7920.37747516464	16859.6501913977	18028.190546699	18005.3798286041	9103.59854987681	8257.17714271055	10122.817536436	8818.22978915938	11508.4214954364	16540.3033841197	11339.8916359991	15139.2369310126	11841.274940283	15060.3365822722	24428.7283404877	10260.0322130389	12427.7482144661	9487.60634253965	28510.8559297637
"palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)"	0.112896190605894	1	1	1	254.72935825494	538.507149549551	143.734425756967	117.479524512675	131.885112771381	48.2540015498471	9.98657858648416	29.9706881580806	1351.25215937334	0	107.211714015704	29.9550093960269	89.5683770313868	147.013244233638	110.599717841117	371.836596195701	35.9562611290167	107.432358110943	113.441477565717	202.903980218256	148.897820090166	152.909751790396	113.239738322365	59.9179086413871
"galactose degradation I (Leloir pathway)"	0.959890875328063	1	1	1	14935.3320730522	4446.71942728704	15378.9355720071	2221.8152502921	15508.2251569493	4869.31545010642	16519.5445777962	19660.8201469966	19875.7454535966	12019.9992385918	8981.1198320136	12554.7631893183	14816.8738844854	15043.9737759294	18266.996023933	15681.6275533626	16800.2504551823	11663.8917391499	11869.412373437	20100.375321666	12588.9647441612	12456.4006504272	12830.6862062074	23203.5116457972
"purine nucleotides degradation II (aerobic)"	0.62270386484775	1	0.838456104753379	0.529274546425124	2916.55456966119	2218.85616174051	2308.29110192398	1667.24867430101	1882.79683348484	1629.64783673312	6910.67916086622	3591.6410642448	2070.85488445766	2891.94675185638	1388.71587636529	645.489680176817	586.299370142502	2036.05262936296	4826.79398074601	2585.4224159732	472.591075039023	3342.58714028019	2133.70722633283	157.350653127643	4199.29479001326	1233.53504272587	297.761076670005	3275.13221203945
"peptidoglycan biosynthesis III (mycobacteria)"	0.80543379654864	1	1	1	15305.4985439878	4430.10615555797	16299.4779813657	2492.98884297733	17064.6680714554	5626.47927038163	17049.5520531584	19964.4102116036	20129.0000976478	12121.1636201848	9330.21616913054	13238.6491122018	15263.9582201919	15820.7752701873	19493.9995818578	16531.7145218638	18316.9040608444	12369.5162332487	13308.7068117958	22497.9220139758	13591.0208518058	13656.9681547222	13444.1911236294	25889.1994728031
"UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)"	0.80543379654864	1	1	1	15124.2378523596	4415.31065402288	16078.8352561852	2445.25510548995	16858.2975891952	5568.50003521191	16959.6623710598	19738.0305400014	19917.3017048696	11893.4429142873	9205.96730570673	13031.0222782329	14994.7190669404	15633.0079568851	19294.4793944999	16275.3339850634	17998.8521790268	12276.6189546957	13279.888388331	22247.5052274918	13391.457604042	13513.6454949524	13134.3674935905	25582.9213267636
"UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)"	0.80543379654864	1	1	1	15663.4435422382	4516.74876433953	16715.2928067679	2541.08163304843	17506.802198458	5809.86474281147	17449.6909412725	20398.5463915556	20578.8366010863	12411.835713581	9550.85668904281	13590.894916891	15667.366067504	16258.8841716723	19937.5449923014	16936.3629325898	18800.9101150994	12690.6885614404	13607.5658420622	23173.1711808867	13874.9961511659	14052.0092714015	13756.1184754348	26576.9522697971
"superpathway of 2,3-butanediol biosynthesis"	0.0814776444506305	1	1	1	51.6689845731045	51.2158545613192	439.610228876983	621.626589562057	32.5021002525157	31.1961522384091	0	126.996940898845	0	27.9432541097821	67.5257123791149	87.5480000508845	757.515678206666	1578.01996794597	103.370302405623	111.156694451623	23.9753471732989	63.6233830787158	79.2758374865677	55.8685062253306	7.99077956817144	39.8829380581322	0	11.9945401768926
"Kdo transfer to lipid IVA III (Chlamydia)"	0.223783542288817	0.250696949500726	1	1	1951.68	834.040772432619	2556.445	746.274120729106	2252.54166666667	619.760488492665	1961.58	2090.25	3500.41	1130	1544.17	1483.67	1982.33	2240.67	3467.17	3557.17	2009.33	2082	1730.83	2606.42	2455.67	1937.17	1573.08	3212.08
"peptidoglycan biosynthesis V (&beta;-lactam resistance)"	0.00922550080640299	1	0.0232069514312371	0.0503225744376919	152.566136795818	133.102240117605	299.039922858129	296.527827910478	22.2458766125714	42.0046820942277	420.278073465286	114.511482053003	95.5237777679163	66.8265530912672	132.413919968198	85.8430144292375	366.952329078145	855.514766525115	161.763977090528	233.30664909789	6.42976793602072	170.272047421077	104.707474939088	0	0	0	0	28.7677847363401
"peptidoglycan biosynthesis IV (Enterococcus faecium)"	0.926794526901683	1	1	1	13674.4249072957	3821.37833276032	14624.6729223456	2322.54220580298	15291.6639561824	5248.52373508177	14434.0099087994	17823.8840429129	17972.021341787	11182.8192530969	8317.35743709187	12316.4574600864	14019.7818995355	14299.9537815959	17072.3525777793	14511.1383612291	17045.6482301743	10799.1626837595	11460.7882591669	20390.5474000755	11760.8056167796	12312.945408569	12345.4009387087	23479.4961137949
"GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis"	0.641180388429956	1	1	1	891.748804140595	759.462658967686	534.707578489256	443.248092595052	548.512142331567	473.31218580713	2074.81057145873	1551.40515362446	514.365170495196	726.197103961533	373.372798232885	110.34202707077	206.120658733908	366.042329962962	1248.18055379136	393.336156474434	100.989908894849	893.575863078017	844.135791125391	111.432095884319	1182.34401079911	314.372786818315	0	838.788169362272
"4-deoxy-L-threo-hex-4-enopyranuronate degradation"	0.268262453469961	1	1	0.314272469549192	3179.98702888102	1582.83727343747	3366.28976470293	1058.09547719664	2541.92497381653	863.26326261297	3758.78489415907	3186.44419944298	6026.60214141881	2185.84308628603	2215.11821953367	1707.12963244558	2489.46748324322	2984.80894331294	5115.78248270276	4077.61282192031	2321.32088739507	3208.74596964325	2236.6395163872	1952.26740352896	3484.83632716009	2161.49794583964	1660.26332304848	3756.04532693483
"8-amino-7-oxononanoate biosynthesis I"	0.12110333239233	1	1	1	401.384590755653	831.419826358698	251.233090620548	199.513163206041	231.161973032495	82.6043299304434	18.1622821555795	54.2835559256465	2093.13392159268	0	188.47425324578	54.2535316142346	160.034916500734	256.45009455901	198.279928886754	637.850253910783	65.2107831641643	189.572566701846	197.976885595997	352.135249326657	262.777374076844	267.080630308649	198.386310635323	108.6153882515
"pyrimidine deoxyribonucleotides de novo biosynthesis III"	0.208617789003969	1	1	0.702582914637643	1978.86627968664	1117.0578581	2431.96702791824	965.018049057396	3434.74942268314	1420.66099695702	2467.3656539922	3552.21622435877	2818.67750381705	917.882430242478	1055.82253431705	1061.23333139228	2207.00132345459	2020.58205574884	4225.998028865	2613.73131601154	2141.59323422261	1382.89620920685	3768.47593099622	2391.5658859627	3226.79071866024	3453.78772484717	1829.11055568133	5938.76571995121
"chondroitin sulfate degradation I (bacterial)"	0.235525370935433	1	1	1	851.660931340926	1080.18573784348	1282.28390876914	649.687415938121	847.944409614301	402.498074384469	0	0	2930.74120458822	646.896959165943	812.15741481363	720.170009477771	1027.49290061757	746.754627481959	1706.09227483183	2403.4466607291	768.228396981115	1041.68859197327	421.702872187512	784.304531736464	1119.63075330832	764.145433285761	500.014747159458	1497.86812000829
"pyruvate fermentation to acetone"	0.959890875328063	1	1	1	850.19429624062	703.732152324076	776.235273176698	719.312857271471	968.994030815149	771.966476895191	2062.23696394038	1132.41729764839	858.735354429867	262.884305670432	678.299341402464	106.592514352183	270.524197761486	709.336511461542	2123.67256556748	553.640223598185	106.914499470451	893.32364120104	1529.30876504954	314.771757594278	2123.65000926971	644.288398236474	87.0863851555783	1114.85886958532
"superpathway of Clostridium acetobutylicum acidogenic fermentation"	0.0131237287369409	1	1	1	334.735175992271	147.133280615872	931.076059750627	416.66535921642	418.459943573833	269.722171992112	182.250703129643	166.367444187051	283.046120469385	400.039985660358	523.766738112788	452.940064394403	697.193275404208	1248.27365464144	1618.00799090561	836.59707955738	550.754887893959	635.629470101168	341.368569445408	607.108685218775	352.189062498071	112.739055977216	240.092720381416	857.261567922113
"guanosine nucleotides degradation III"	0.65252842024987	1	1	1	2125.9474254749	2017.6923724281	1506.42417545325	1168.28445074563	1263.6632963379	1108.09509433959	5972.10236067133	2348.09590729492	1239.09698936193	1971.58043329062	858.572218815161	366.23664341545	330.394852855216	1243.68055699401	3289.76062088313	1608.77650703439	262.73788769171	2303.19462726103	1427.84591033148	236.744884283713	2979.34210272607	723.472215290627	165.589589257128	2048.98507613839
"adenine and adenosine salvage III"	0.994169112778783	1	1	1	13181.1438328402	4313.2338765146	12558.99967179	2544.99524675415	13946.2868517086	5788.46650862232	16767.0856686041	16816.559211704	17465.0232302226	9464.65320247232	7795.37866338179	10778.1630206563	9505.03541611828	11843.5282557981	15967.1296001327	11488.610942141	15367.7457155509	11181.9481009993	11524.7217852137	20005.7444890844	9456.01248810781	10773.2167468822	9378.06875207542	22539.956848888
"superpathway of tetrahydrofolate biosynthesis"	0.223783542288817	0.0205722475611045	0.197962116588441	1	5017.24088098988	2840.18873299514	6395.45369234645	1861.10602916881	5371.13672859532	1311.77382661033	5269.82091770307	3583.01554083413	10574.1504751444	2787.99647795755	3769.46585388713	4118.99602041298	5275.138105269	5255.95836489933	9147.49028126945	8346.56218422076	5620.7491273518	4726.82409106838	5205.23302624118	4619.08896375757	6116.95230872239	5424.50840647793	3501.20404580779	7359.83362056505
"superpathway of L-phenylalanine biosynthesis"	0.0422672514549253	0.479244551012931	0.197962116588441	1	765.045084216376	446.029038503556	233.025867343582	139.081255158265	593.688785723951	735.337782757156	724.4270994025	1650.67268281886	605.23706954405	669.536680390653	460.35057297379	480.0464001684	442.626499711162	136.369053901381	59.6516247859573	323.345887754666	169.193519716078	266.968618192246	195.416631928883	125.456377988035	851.240269618175	1987.65286536414	265.043361420676	137.323208023795
"superpathway of L-tryptophan biosynthesis"	0.120314388400899	0.224117799936391	0.224117799936391	1	16.5743526029386	26.4322853540493	0	0	0	0	39.8029122778527	59.6432033397792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
